Date,Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p00000),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01113),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01554),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01649),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01843),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01935),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02123),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02242),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02305),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02335),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02491),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02868),AreaNum1,AreaNum2
28/11/2061,22.40702,5.4478493,2.078189,1.50096475e-05,6.122976,10.133616,2.08904,4.5886745,4.5584384e-05,5.8798895,0.014215284,12.145997,147500.0,32500.0
29/11/2061,0.21296293,19.31948,3.450926,8.929661e-05,2.7118276e-05,5.700323,0.207874,4.26472,0.002522687,0.79613954,0.6131149,9.588036,147500.0,32500.0
30/11/2061,1.5144902,0.49583384,3.5775142,1.534028e-05,1.1764932e-05,9.236107,3.0915482,5.1031485,6.90714e-05,0.959863,65.38068,1.0134121,147500.0,32500.0
01/12/2061,7.147273,5.0714974,1.1457242,4.0875064e-05,8.010537e-06,0.08885598,7.1270742,1.6777395,0.013868046,0.000219505,24.605295,3.801463,147500.0,32500.0
02/12/2061,2.8264213,6.04587,1.3486879,0.057108585,4.6999485e-05,7.556632e-05,1.9865786,14.036388,0.7707213,8.2855775e-05,5.115023,0.42650434,147500.0,32500.0
03/12/2061,26.157667,10.443717,0.026852146,8.900399,0.28190532,1.6678867,0.76243395,2.0784452,4.3786373,0.098464735,9.673381,3.1654096,147500.0,32500.0
04/12/2061,2.0765674,56.51469,0.579169,0.000805996,0.5631116,0.090088904,19.020222,0.009503774,0.5326692,0.16326368,14.731659,0.001060979,147500.0,32500.0
05/12/2061,3.6319485,8.711228,0.1157601,0.79706895,0.12732886,16.144524,4.7020097,14.839924,0.7961731,0.02335474,9.088438,9.433818,147500.0,32500.0
06/12/2061,12.8294325,1.3058406,0.99963874,17.101297,2.3678727,1.0776788,0.5015186,0.2812374,7.5034437,0.000142639,7.675893,6.48403,147500.0,32500.0
07/12/2061,15.466126,29.269781,0.019641189,4.9029627,6.242046,11.229073,22.064365,7.912387,10.148998,0.063769594,20.782389,7.0218744,147500.0,32500.0
08/12/2061,5.255614,4.8811626,2.1137176,4.935708,5.6798487,22.69815,8.798117,13.723781,4.853914,0.36532113,9.645422,5.97367,147500.0,32500.0
09/12/2061,1.8217587,5.7089205,2.9001393,2.0160377,16.03785,0.748153,23.70195,1.5768024,10.467241,5.0558014,0.46063277,13.103897,147500.0,32500.0
10/12/2061,6.432815,4.233743,1.278839,0.010576541,0.4072945,4.8750687,2.2408805,0.39994207,0.2211559,10.462723,38.38837,20.371153,147500.0,32500.0
11/12/2061,17.958298,0.056494784,2.2160482,0.19669345,2.4668028e-05,5.265528e-05,4.493236,13.319962,1.407142,8.921273,2.6150231,7.862368,147500.0,32500.0
12/12/2061,3.9852607,0.000405716,4.9434924,2.0482936,5.556239,5.0193423e-05,2.766918,3.9044082,0.9219422,8.484984,0.001575166,5.46783,147500.0,32500.0
13/12/2061,14.592843,0.10030688,4.1694603,3.0131443,4.335905,1.068501,4.8875113,2.3716218,7.3869452,13.822434,15.431808,1.2574122,147500.0,32500.0
14/12/2061,0.5292055,4.4861894,5.1325765,1.4676446,0.5961605,0.025658358,18.849356,4.5742307,0.29952565,2.1184332,0.022797698,2.5351965,147500.0,32500.0
15/12/2061,2.6080422,1.8051807,0.000168388,4.866143,4.504875,0.6619997,20.939898,8.647968,5.1105824,14.608459,4.916797,30.022184,147500.0,32500.0
16/12/2061,2.5430043,0.62352043,1.3558806,0.2411152,7.966305,5.9253354,3.4386714,1.1909298,7.03688,16.90652,8.558756,2.585386,147500.0,32500.0
17/12/2061,0.5906195,3.3379793,0.000104399,0.6908699,0.08646332,0.001441555,1.598868,2.0389562,0.65297073,4.4410677,0.035606787,1.9899194,147500.0,32500.0
18/12/2061,0.36090893,8.078426,0.50208735,6.0307436,0.000100127,6.584481e-05,12.226232,0.001344618,15.320843,0.027498927,18.20237,31.921326,147500.0,32500.0
19/12/2061,0.000117472,4.565653,0.000310354,8.46412,0.019441301,0.002329625,2.8734808,0.55484855,11.733786,1.2838531e-09,7.6691914,10.482996,147500.0,32500.0
20/12/2061,0.013705932,19.266777,0.4843959,5.401809,11.364468,0.19384955,14.84866,4.052258e-05,4.60733e-05,5.81206e-05,7.6343045,0.59551615,147500.0,32500.0
21/12/2061,0.000140211,17.290272,0.21982369,14.557438,0.00179843,4.422264,18.264978,0.5980235,1.2015841,9.276893e-05,0.38420776,1.7915095,147500.0,32500.0
22/12/2061,0.00357354,10.206086,0.101480484,16.579641,0.003075814,1.5887821,11.447355,0.50585383,1.3538662,0.0274395,3.7182536,7.199175,147500.0,32500.0
23/12/2061,0.000487931,32.149895,0.066716336,4.964746,0.000139994,0.4491829,35.34391,9.232522,1.3086708,0.9327669,4.5276575,0.47893104,147500.0,32500.0
24/12/2061,0.000480123,8.516728,0.011982665,8.9704045e-05,6.060699e-05,0.5859908,1.9912813,20.311523,0.40418932,0.74544936,25.11345,9.340858,147500.0,32500.0
25/12/2061,0.01264837,5.3495736,0.006941363,6.3534775,4.523981,0.09672719,0.6515999,10.130881,14.282622,0.005875446,11.137305,11.917923,147500.0,32500.0
26/12/2061,0.012031394,6.6002107,0.08173226,0.068661496,7.071251e-05,7.475507e-05,7.7833333,15.486933,5.547135,9.5894946e-05,5.1761003,43.604748,147500.0,32500.0
27/12/2061,7.3025584,9.771245,13.37212,7.7960415,0.017523836,2.1623064e-05,4.046538,1.7556425,8.122308,0.3723229,3.7676663,10.083402,147500.0,32500.0
28/12/2061,25.470842,13.184856,0.8020079,6.822391,7.9908977,11.369338,2.6749742,5.674855,5.587657,1.2714338,4.970723,2.9304123,147500.0,32500.0
29/12/2061,18.572058,2.4893641,2.8618107,10.088618,7.2062926,0.13241473,5.9197297,20.450817,0.48053378,0.5290882,2.7775466,1.3081864,147500.0,32500.0
30/12/2061,6.085086,10.605357,3.3673613,44.228905,8.6194,14.924784,3.2971609,7.7760477,0.013367788,0.54949415,15.110606,1.7188956,147500.0,32500.0
01/01/2062,0.20896858,15.248089,2.8347979,13.865598,8.076648,0.9946479,0.84037614,23.059595,4.888881e-05,0.23432416,1.2140352,6.096089,147500.0,32500.0
02/01/2062,0.000114264,0.011114152,1.3505465,3.198129,0.7044509,0.5586722,8.070857,3.805994,23.226187,4.38677,1.3620497,0.69022477,147500.0,32500.0
03/01/2062,0.54960513,25.564093,3.6475828,16.850813,6.050527,0.7130376,18.069584,7.1603928,4.831415,23.47366,4.2232,2.437479,147500.0,32500.0
04/01/2062,0.13192543,3.7776344,2.203792,11.15402,0.6862777,0.025772784,3.398281,10.957275,14.570309,4.693351,0.6496366,1.5295526,147500.0,32500.0
05/01/2062,4.9249044e-05,9.897695,0.015984725,8.587019,7.1689105,0.000116853,7.89882e-05,7.414404,3.7254078,26.094221,2.4029505,8.334793e-05,147500.0,32500.0
06/01/2062,0.00012725,10.659018,7.4480577,21.223347,1.612118,9.684251,1.4885806,10.992146,13.979951,4.9497824,0.25669748,1.5373867,147500.0,32500.0
07/01/2062,8.601331,12.796225,1.1230298,6.0477767,0.40407524,6.4102626,0.7549139,18.564804,10.914702,11.745505,5.3910135e-05,8.087447,147500.0,32500.0
08/01/2062,21.549944,6.7998166,0.08681806,6.2878995,3.443822,2.520131e-05,21.37769,0.72708416,0.95137393,4.0196533,4.6693835,2.4203882,147500.0,32500.0
09/01/2062,15.058242,35.268604,4.955554,9.5188465,6.9210596,3.2601154,2.6572332,0.021767074,32.835083,8.645994,10.109468,8.316325,147500.0,32500.0
10/01/2062,10.677742,0.04875994,0.19788772,7.5604124,2.7498007,1.9805883,4.180946,19.486341,6.63532,4.053161,12.460734,0.13614713,147500.0,32500.0
11/01/2062,1.4410893,0.000151301,0.33924755,41.286922,2.8070602,21.893227,0.62068516,25.847504,2.3480065,23.933186,2.8414032,0.16156678,147500.0,32500.0
12/01/2062,44.06485,6.1329546,0.010605664,2.3727653,1.202081,41.17964,3.5661674,16.139881,3.15298,4.4892945,0.10532552,0.13064955,147500.0,32500.0
13/01/2062,10.680259,0.49094862,1.6658705,23.014002,1.36440985e-05,9.409937,0.7718523,12.134592,1.9418014,0.07892516,7.9440722,2.1648703,147500.0,32500.0
14/01/2062,1.6644548,0.000109448,1.6183087,1.8568,4.1415045e-05,15.213248,13.143078,10.67613,7.975829,1.7466407,0.9570639,0.24344139,147500.0,32500.0
15/01/2062,8.4720955,1.7837083,0.023858046,0.6156116,0.00018345,1.6552224,3.073143,6.483038,9.055824,1.7096064,17.104519,0.8585503,147500.0,32500.0
16/01/2062,6.7946687,1.0912256,0.1316267,24.351343,0.17148688,2.4529366,14.233061,0.022204604,8.373932,2.2529016,0.76547164,0.61602014,147500.0,32500.0
17/01/2062,0.90663856,7.030089,0.001291916,4.587141,0.31813735,6.0640273,2.5999544,15.890929,15.663021,14.05463,2.9912438,6.99253e-05,147500.0,32500.0
18/01/2062,0.49255913,1.3150325,1.5438002,0.522662,0.53657717,12.534622,29.06126,6.7201934,4.087968,13.271118,0.07584501,0.000170359,147500.0,32500.0
19/01/2062,0.000124634,0.08482371,3.1169897e-05,3.8079069,4.847295,2.1234598,5.0169363,0.8870748,1.055638,0.30100974,6.084338,0.62530875,147500.0,32500.0
20/01/2062,0.002993209,0.000142146,0.11892466,33.30462,0.6091826,12.399667,4.72595,0.11643522,8.910852,0.47879636,0.78468925,5.4290147,147500.0,32500.0
21/01/2062,8.0406644e-05,0.000153112,0.017538508,1.664544,0.34046578,5.9718223,4.2059608,1.74636,0.17355244,0.18449746,2.6028926,0.16785744,147500.0,32500.0
22/01/2062,1.7362516,0.000152205,0.7964398,6.795477,2.279039,17.498423,0.759899,0.6631123,1.2630951,0.000149099,1.0203899,3.4377265,147500.0,32500.0
23/01/2062,2.7385895,4.0841217,0.13061793,24.651052,1.1805708,11.4989395,2.3021607,0.13765307,0.012398796,0.000175,0.9110945,16.103443,147500.0,32500.0
24/01/2062,2.7847538,1.3948011,15.190069,16.512953,0.93675536,10.852749,19.544806,1.1027037,0.000131549,0.029427486,2.147654,0.30317885,147500.0,32500.0
25/01/2062,4.4919653,3.5513701,6.1214733,4.150563,11.0317955,1.2180423,3.7335966,4.3575387,0.07719866,1.5308999,1.9188846,0.000110348,147500.0,32500.0
26/01/2062,1.5666178,14.767353,1.6995937,23.795988,1.6885673,3.49622,0.70397055,0.20889524,0.02376277,0.02171957,0.72009003,6.962946,147500.0,32500.0
27/01/2062,0.99230146,1.2571557,11.1933,5.2054753,0.000192387,0.08035058,8.347139,1.7520596,1.1840636,0.14130348,1.7524148,0.74679846,147500.0,32500.0
28/01/2062,11.236192,24.565983,7.907096,2.5116093,1.8964503e-05,0.10545279,2.1004696,6.979652,2.7157207,0.35569754,13.600987,0.000460139,147500.0,32500.0
29/01/2062,21.60352,13.441364,9.807552,8.124134,1.0839604,0.47099072,0.09397088,15.600463,0.40446728,0.6768608,15.285186,6.537699e-05,147500.0,32500.0
30/01/2062,10.3126545,4.7410536,5.1372175,3.9854238,0.06597893,13.706781,1.3754591,13.183952,2.1264585e-05,2.3443353,19.451803,0.000417612,147500.0,32500.0
01/02/2062,2.1580923,9.0954,0.72861737,2.400277,0.029127609,2.8007183,1.5690708,0.64662975,4.2177417e-05,0.1505041,1.6987928,1.5464664,147500.0,32500.0
02/02/2062,25.72854,8.326235,4.87474e-05,0.039607707,0.000163337,5.180814,0.09372728,16.3075,0.31299055,0.050047062,9.647589,2.3909603e-05,147500.0,32500.0
03/02/2062,3.8172164,0.000119939,9.125732e-05,6.831552,0.055061825,2.8496683,0.22390763,5.8874288,3.331971e-05,5.017226e-05,0.26256326,6.78232e-05,147500.0,32500.0
04/02/2062,40.87685,19.78713,0.000312557,3.3947752,0.92490745,0.5141366,0.19764444,10.404242,0.008406887,0.8488137,0.240316,2.6453567,147500.0,32500.0
05/02/2062,8.500087,3.1082296,8.439685e-05,0.15009984,1.5237937,16.834858,0.23961899,0.49596044,0.025075221,5.4736657,0.2724276,0.16791795,147500.0,32500.0
06/02/2062,40.695854,5.930035,6.7661266,9.278546,0.029260851,0.04928958,0.78216213,0.030484611,6.650598e-05,10.20246,8.914368,3.72079e-05,147500.0,32500.0
07/02/2062,4.6766596,20.292294,0.12330482,14.435794,0.022467654,0.3186924,0.004752577,3.9494984,0.62861323,1.8239503,14.701466,0.017658863,147500.0,32500.0
08/02/2062,21.876959,6.963071,6.351385e-05,6.9012423,10.786317,2.6165438,0.000359058,18.587261,6.6831926e-05,3.0809326,17.460659,16.170845,147500.0,32500.0
09/02/2062,0.5416874,3.4422748,9.49454e-05,1.1252927,22.509357,0.32294524,0.025887491,0.008237304,2.2763346e-05,5.7433877,5.683707,6.8236213,147500.0,32500.0
10/02/2062,41.043888,0.005447517,4.440255e-05,3.5131705,1.5873922,6.110253e-05,0.002091535,18.85834,4.2432952e-05,5.8787413,19.580816,18.596817,147500.0,32500.0
11/02/2062,5.150399,36.438076,0.000479872,0.6937165,3.2192218,6.198646e-05,2.8213742,19.276321,4.9793478e-05,1.8865067,3.6729767,4.3053,147500.0,32500.0
12/02/2062,4.7998357,12.203947,6.877155,5.249297e-05,0.31806087,0.13780324,1.9552534,12.845129,0.014205168,0.000277249,4.972603,7.531556e-05,147500.0,32500.0
13/02/2062,5.7418103,2.8011928,0.000173019,2.6752653,1.4813559,5.827684,3.9134984,14.342027,5.4579506,0.001119383,9.362143,0.000617781,147500.0,32500.0
14/02/2062,19.167088,2.0103848,0.0994385,0.6592075,0.25185698,5.484859,5.8176637,0.42948326,1.106137,4.2521615,5.01912,13.640771,147500.0,32500.0
15/02/2062,7.7429724,1.117711,0.00013188,0.1858841,0.27511507,13.885584,13.169148,15.633474,3.1327913,7.5181074,0.5341496,3.7270896,147500.0,32500.0
16/02/2062,18.657417,2.6594777e-05,3.3747005,0.37530357,0.000392671,4.9911985,7.1816044,7.4865017,9.66622e-05,0.984112,4.426344,1.7653189,147500.0,32500.0
17/02/2062,0.9707958,0.001838447,1.306266,0.36141294,6.599031e-05,3.6275046,2.17263,1.890077,8.952379e-05,0.1455653,12.22901,0.3153644,147500.0,32500.0
18/02/2062,0.02986696,7.124037,13.506839,0.000510539,2.329268e-06,2.543279,0.25352454,8.674646,0.000137462,8.901346,4.450117,0.36629477,147500.0,32500.0
19/02/2062,12.5991335,1.4427818,19.594707,0.000150851,4.9704175,0.9712729,30.193819,0.003759111,12.911758,4.2188797,0.05001938,12.198255,147500.0,32500.0
20/02/2062,8.828234,13.6955385,4.3156805,4.342923e-05,8.8891945,0.36507538,15.269599,6.7953434,11.352933,6.631205,0.001119992,5.395953,147500.0,32500.0
21/02/2062,11.1983795,0.003508797,6.718991,0.001609711,4.4642555e-05,5.948282e-05,4.1732097,0.08145108,15.7528515,0.07198671,6.418437e-05,1.331239,147500.0,32500.0
22/02/2062,12.741924,22.974937,1.9675604,1.0768852,0.39031625,7.2291696e-05,11.098285,22.500849,6.4583793,33.558147,0.000163362,1.2308384,147500.0,32500.0
23/02/2062,0.2332527,2.323435,19.174667,1.7101203,8.394236,0.66241497,1.1836673,12.611933,5.409534,0.6200292,0.000578224,10.402806,147500.0,32500.0
24/02/2062,0.5333853,20.067999,1.2597536,0.005331951,8.218598,1.6813657,6.5419264,4.7967224,4.7444763,0.32318458,6.477827e-05,16.825163,147500.0,32500.0
25/02/2062,9.942802,2.8548734,0.000106379,5.0580733e-05,3.9232244,10.91736,6.7872367,12.2891865,30.087334,0.001951093,1.9384583e-05,1.65603,147500.0,32500.0
26/02/2062,26.599869,13.434256,10.613153,3.191383e-05,14.220768,14.556175,0.2798819,14.696441,34.802086,3.9134073e-05,0.07740273,0.062380996,147500.0,32500.0
27/02/2062,18.50481,3.097426,14.065391,6.480112e-05,39.152573,1.8509047,4.852514,2.7312288,4.5906973,4.4180448e-05,0.9040651,0.00155265,147500.0,32500.0
28/02/2062,1.388752,2.0224397,17.371208,0.9147461,10.294153,1.2040166,7.7505474,3.5765567,1.4147991,0.06360963,0.40930873,0.003508505,147500.0,32500.0
2062-02-29,0.002195633,2.0660985,2.1455436,0.017685873,0.6081508,21.7759,0.20981367,0.13398056,1.9526137,0.35922122,0.11448065,2.320083,147500.0,32500.0
2062-02-30,4.7196474,1.8638804,19.369345,0.000180563,0.025597928,17.952305,2.733409,6.622867,0.2831631,1.5940206,0.14084852,3.938276,147500.0,32500.0
01/03/2062,8.558166,2.3148746,4.54109,0.001096477,0.014355864,4.349393,8.836435,0.29925418,8.007324,4.623196,0.1354333,2.8690524,147500.0,32500.0
02/03/2062,0.027643295,2.2270138,0.0017141,5.788354e-06,13.808798,1.2782415,0.031093178,0.077121705,11.320665,5.744881,6.746284e-05,1.2849356,147500.0,32500.0
03/03/2062,0.9221354,0.8760325,0.459498,4.0915194e-05,7.8087635,11.885201,20.345434,2.9023654,0.21112978,0.30256557,0.000107049,0.41129044,147500.0,32500.0
04/03/2062,2.2509572e-05,0.000247578,3.7388272,2.781765e-05,10.5015955,9.462533,5.3110525e-05,0.046865556,0.000118147,0.43020296,0.020867018,4.6794405,147500.0,32500.0
05/03/2062,5.782872,5.1357255,0.63144666,0.003057705,9.447444e-05,2.3648207,13.612378,9.192748,1.5272404e-05,3.9768884,0.002326933,1.328201,147500.0,32500.0
06/03/2062,0.000275266,36.008057,0.08919161,0.09284469,1.4356176,0.003064761,0.058756042,2.006667,3.9194547e-06,6.6924696,0.16630028,15.537454,147500.0,32500.0
07/03/2062,0.000877711,7.231138,5.4435488e-05,0.3826719,0.64660615,0.49210954,16.584566,2.5796473,0.000125129,1.0924656,6.2778076e-05,2.9124486,147500.0,32500.0
08/03/2062,0.010910098,2.524182,1.6746539,0.03726543,0.8528676,2.2552736,2.670277,5.9429564,0.000109107,0.021834575,0.002371586,1.2433745,147500.0,32500.0
09/03/2062,3.096235e-05,0.10400523,0.31530175,7.428722e-05,0.890221,0.5864729,0.17704135,0.74171597,9.030653e-06,0.17755513,0.003057975,1.188809,147500.0,32500.0
10/03/2062,9.044727e-05,1.5919313,0.19897962,0.029704733,0.061912023,3.1352088,4.891839,8.550584,1.010559e-05,2.5715654,7.0981856e-05,1.300872,147500.0,32500.0
11/03/2062,23.231844,0.000244113,0.8551629,8.185908,0.49455026,4.685252,0.07178287,14.145312,0.000448032,4.1575155,0.020707715,0.042832818,147500.0,32500.0
12/03/2062,1.3774137,0.061463375,3.913771e-05,2.7142146,0.002992643,2.7256968,0.8139992,5.381512,7.3836164,0.9730273,10.631496,0.005281352,147500.0,32500.0
13/03/2062,1.8504746,0.18266754,0.000104781,6.830237e-05,0.31051394,3.6791286,0.42328915,4.212755,4.3189025,8.712175,7.1513524,0.028201386,147500.0,32500.0
14/03/2062,19.085566,2.1170862,9.140665e-05,0.4678377,0.7770578,1.1965854,0.007131059,5.696361,5.2588634,2.9812675,1.2779837,0.000790352,147500.0,32500.0
15/03/2062,0.17208882,0.1928887,0.00011635,3.148359,0.16006611,0.061492115,0.001414841,5.406649,2.3197076,0.5781936,6.97029,0.27872735,147500.0,32500.0
16/03/2062,10.067431,1.2429864,7.675863e-05,0.9211831,18.87472,0.34005624,7.835733e-05,16.023275,17.377893,0.004621964,0.1135996,0.012347488,147500.0,32500.0
17/03/2062,0.08325563,0.084354006,0.000282723,0.006263288,1.5332849,5.6673103e-05,8.752017e-05,4.774659,5.6538863,0.23251097,0.013471656,0.061705653,147500.0,32500.0
18/03/2062,4.404725e-05,6.985439e-05,0.020630933,1.1507267,8.36864,2.0214376,0.000876636,8.449489,35.924904,0.9449576,3.6914098,0.004466928,147500.0,32500.0
19/03/2062,0.12089043,0.000103795,17.62159,0.12457319,8.540931,12.196718,0.000247256,6.687398,12.761339,6.7318187,8.224447e-05,3.212772e-05,147500.0,32500.0
20/03/2062,0.010493892,0.63489115,12.60138,0.004825433,0.5549978,0.3058145,0.42265603,0.3748278,1.0762577,3.633711,0.000675806,4.9122402e-05,147500.0,32500.0
21/03/2062,0.000268533,0.031301208,0.50162953,6.07066,0.20657194,0.000924265,6.024502e-05,1.3023592,19.35247,0.002873787,8.027732,0.029672245,147500.0,32500.0
22/03/2062,0.005655736,0.7903214,6.9781713,14.515515,6.2111983,4.362748e-05,1.2481628e-05,5.2095866,2.8289661,1.2503341,0.3679797,7.1309257,147500.0,32500.0
23/03/2062,6.567828e-05,7.1122246e-05,4.9461803,11.218981,0.9430589,5.0509e-05,0.000403,3.8568249,13.278688,2.7713706,3.3275886e-05,0.09770573,147500.0,32500.0
24/03/2062,18.016087,2.9035943,1.5366548,0.10895791,0.8965291,0.015906788,0.001115359,9.6317,3.4271119,7.8224435,6.413249,0.71539074,147500.0,32500.0
25/03/2062,11.759617,1.995177,1.3966752e-05,16.852444,1.3320147,0.18996978,1.3767663e-08,6.579557,0.21107356,3.5204422,7.276054,2.2411108,147500.0,32500.0
26/03/2062,4.702879,0.007982053,0.002645927,3.5036514,7.849621,0.000126044,8.0201235e-06,27.833841,0.8483004,2.7652738,0.3744314,1.0266176,147500.0,32500.0
27/03/2062,26.727186,0.00010937,0.000214845,0.5976065,4.156601,7.8915586,5.1106845e-06,12.956417,0.31897873,3.1409028,0.32066086,1.0325176,147500.0,32500.0
28/03/2062,1.7154917,7.8879086e-05,0.001129243,2.280909e-05,0.30189738,0.000351839,4.4483277e-05,10.566056,0.7170878,0.06273694,0.283881,0.39122525,147500.0,32500.0
29/03/2062,6.2395096,0.00010357,1.165364,3.8001104e-05,0.1689651,4.5719476,0.16018347,13.235762,0.35975498,5.6029353,0.68313915,7.366239e-05,147500.0,32500.0
30/03/2062,3.9814515,0.000236204,16.158087,11.839792,2.8947775,11.587884,0.86488837,7.0524216,1.4156528,0.7046251,0.05975743,4.5302606,147500.0,32500.0
01/04/2062,5.707534,5.9274287,0.5334583,14.488867,2.8270502,1.3232838,0.6925202,0.17867117,0.16703615,0.064298764,0.600029,1.3222032,147500.0,32500.0
02/04/2062,1.458896,0.053538177,3.079759,6.610314,0.22113048,2.9292889,7.546001,23.426577,0.009860305,0.075686395,0.8360267,1.274348,147500.0,32500.0
03/04/2062,0.20352273,0.000552947,0.030241925,13.2834215,0.000469577,2.9152765,3.2536395,10.285702,0.000181972,7.7033467,0.12789562,1.8115948,147500.0,32500.0
04/04/2062,18.486105,0.03501902,0.2327292,4.103972,0.007016744,18.34893,1.2002046,13.684672,9.457423,1.5373528,0.010683151,0.062951244,147500.0,32500.0
05/04/2062,10.410275,16.835999,19.69925,3.6699352,5.567883e-05,9.374883,0.59949654,1.0289043,5.30751,1.0227487,0.05315924,0.3002319,147500.0,32500.0
Date,Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p00000),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01113),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01554),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01649),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01843),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01935),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02123),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02242),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02305),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02335),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02491),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02868),AreaNum1,AreaNum2
01/01/2061,0.42848524,9.479224,0.80488896,0.43253744,11.986407,1.588268,0.000864316,4.0331206,1.9092635,0.4842452,8.146362,9.531609,147500.0,37500.0
02/01/2061,14.391295,7.7578554,17.569698,3.3116765,22.481693,1.0409114,20.111214,18.719315,1.7221353,0.21222344,2.0139823,0.9359861,147500.0,37500.0
03/01/2061,17.660328,2.4621468,0.6706244,2.4371066,16.50426,7.9573417,2.329792,0.001693108,0.52105725,5.11253e-05,12.938215,0.031709988,147500.0,37500.0
04/01/2061,23.631168,3.2314336,6.3002663,0.03622504,5.601719,7.4282174,1.6327313,4.8613915,3.3506534,0.012579861,0.69450986,13.700339,147500.0,37500.0
05/01/2061,10.798048,12.460932,0.9337847,2.2366824,10.724771,6.5832057,7.9514194,11.319342,9.372002,11.803699,11.482152,11.09618,147500.0,37500.0
06/01/2061,5.662412,0.0832407,0.7599201,12.963354,0.21055506,6.6979527,1.7052256,0.007660273,29.507027,0.52540636,7.70934,9.076606,147500.0,37500.0
07/01/2061,25.539076,2.2354252,0.88954985,10.942636,7.114294,4.116633,9.190068,0.3100664,4.920882,0.22216365,3.6458218,9.089066,147500.0,37500.0
08/01/2061,1.4408348,0.021746542,22.534163,2.4421127,17.046347,3.1459072,0.3032163,1.0665412,3.522459,4.4125466,1.4277154,3.7698827,147500.0,37500.0
09/01/2061,0.14232083,0.2378776,6.939011,17.350086,11.24459,3.0945904,11.423648,18.134407,28.77229,1.332353,1.051691,4.6064215,147500.0,37500.0
10/01/2061,1.6277595,1.2287866,9.458374,18.45948,0.3304274,5.07943,4.35174,24.109493,4.956718,0.35590094,52.781452,2.285608,147500.0,37500.0
11/01/2061,0.024656152,11.203344,11.281475,18.4093,37.49957,4.5125484,16.218956,14.937204,30.510828,1.3821633,1.7312789,3.8141904,147500.0,37500.0
12/01/2061,11.317919,4.982631,0.7516528,1.9724907,2.3146214,0.8390782,5.17116,8.61585,5.638015,1.4212122,14.021612,2.2314003,147500.0,37500.0
13/01/2061,0.004629563,28.679482,1.1570914e-05,16.75295,31.488401,11.795038,0.17621303,0.71262515,9.604522,2.783734,0.5520368,23.038425,147500.0,37500.0
14/01/2061,6.8901424,9.064938,11.423461,2.1774294,9.329433,3.3675716,6.5547514,23.619156,11.095247,2.2942398,4.080837,11.6710825,147500.0,37500.0
15/01/2061,1.6408927,8.086485,0.34625828,9.571678,4.0630574,0.34190091,2.39492,5.510039,18.923876,35.562916,8.19672,0.38345197,147500.0,37500.0
16/01/2061,2.055769,3.812718,0.022762617,2.5801582,31.067606,0.8836794,0.57066953,0.9292557,6.117961,31.113081,2.0772097,2.9282815,147500.0,37500.0
17/01/2061,2.8347778,0.8412017,0.000207055,2.5792646,2.873918,3.635368,12.917353,1.4335328,3.9500647,7.472743,28.393566,0.052828573,147500.0,37500.0
18/01/2061,1.3929048,0.071207136,0.9163577,1.6448549,15.458548,0.5430172,3.52548,0.000108761,5.118847,23.646795,5.9565105,1.0594134,147500.0,37500.0
19/01/2061,11.331021,0.002444269,0.014479658,7.887937,8.398095,0.46635133,2.3578796,0.6057037,9.156327,6.5598006,28.976303,3.2582848,147500.0,37500.0
20/01/2061,3.788916e-05,0.002123245,4.6735635,18.618988,22.014866,0.64603245,2.7912765,3.3008032,5.362776,27.697533,6.644387,2.2418957,147500.0,37500.0
21/01/2061,20.152023,15.502368,6.765281e-05,22.796425,2.4285192,0.06764644,3.8612828,23.811594,13.113754,6.220742,5.060799,14.434057,147500.0,37500.0
22/01/2061,4.7712436,18.274796,2.009936,12.016627,4.1446795,0.039718084,0.042638402,3.7044723,12.9123,36.32327,3.090471,3.6108599,147500.0,37500.0
23/01/2061,9.549193,3.8954122,12.483088,3.9527235,1.6396037,0.000235277,18.910345,32.06948,8.848526,4.3256626,61.688652,6.314014,147500.0,37500.0
